dataset_id,attr_to_inst,can_cor.mean,can_cor.sd,cat_to_num,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,lh_trace,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,num_to_cat,p_trace,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd,w_lambda,dist_mean,dist_std,dist_skew,dist_kurtosis,shape
blobs_000,0.006273525721455458,0.9256188655536324,0.05968608005544694,0.0,0.19508866467220848,0.16874713272871905,0.1953337509343594,0.16895912661405665,1.001256281407035,0.5650121329389871,0.125,0.0006493716054037262,,,3.1626808400311224,,,159.4,1.555920279824893,0.23175543540793953,-0.7749374621638696,0.40473723844764165,45.72937362009913,1.0648699975583389,0.22047163513528562,2.2655297393369382,0.34764653848589716,3.1381561228049594e-16,4.798232626036112e-16,0.0010144742120136107,0.21548511698875733,-2.1156554020255736,0.2930708454198341,5,0,0,8,0.1,5,797,0.0,5,1,,4.29810113395351,4.381185141362512,0.18280522855021664,17.927715062710348,1.0006279435469683,3.510833468576701e-16,1.0261105086768276,0.08642154366384333,0.4963576803393189,0.0,0.0,-0.013528318828561111,0.1189618264421609,1.0012562814070347,5.768888059150692e-16,2.0657064337229953e-05,2.9702862775790257,1.0908539055694317,-0.48262729159752316,-0.38736559002716353,blobs
blobs_001,0.023809523809523808,0.9338681197343318,0.05977818721717244,0.0,0.30104079315393995,0.22065686263951606,0.30183930984665597,0.22124215935739275,1.0026525198938994,1.1172549105477974,0.12499999999999999,0.001224629761603904,,,3.789417043972916,,,42.0,1.5923383378634628,0.2544223004797281,-0.8557151494219551,0.5546168977757934,120.8447951252648,1.0275299830497326,0.24392321818352125,1.949263772645435,0.3253994362259516,-2.3105170530117895e-17,1.815468686244205e-16,0.03001707425276407,0.2647841931558796,-2.1306443867497924,0.4335243072622313,9,0,0,8,0.2222222222222222,7,378,0.0,9,1,,6.126208245394782,4.079908159395227,0.27593201357264124,50.18360326525269,1.0013253816287189,2.830524433501838e-16,1.1067125629255714,-0.07169455434602205,0.5615901953879268,0.0,0.0,0.012098795044309728,0.13933011030041287,1.0026525198938991,4.2998752849492583e-16,2.863733906681185e-08,4.0294082870403365,1.345962189075477,-0.9131737459446285,0.37716908421788853,blobs
blobs_002,0.02108433734939759,0.9655147365838168,0.014230138925457785,0.0,0.45097829101258596,0.1701559396522834,0.45234076319087163,0.17067000593522078,1.0030211480362534,1.2753327024015695,0.3333333333333333,0.0017390068349085008,,,3.1176426645860253,,,47.42857142857143,1.642046175490352,0.2405956636495282,-0.8434442362758402,0.36062209712668947,30.20523806486368,0.9817168003893789,0.18726834093256486,2.2753821443705466,0.279011786288413,6.783634659929959e-17,5.016892466742309e-16,-0.10880244184996062,0.2643401389589011,-2.2446503827867255,0.383967620432073,7,0,0,3,0.38095238095238093,2,332,3.0,7,0,,1.8646399099748723,4.520032527157272,0.5686429660878011,19.725566133241248,1.0015094348213869,2.8665835232995054e-16,1.1536271720717175,0.18254615781187683,0.341582957124483,0.0,0.0,-0.04851323881641104,0.09070055367488877,1.0030211480362539,5.661048867003676e-16,0.004203045782568129,3.5167402808897172,1.2941537270646275,-0.11208642325271469,-0.7542930306423052,blobs
blobs_003,0.013011152416356878,0.9200565490738148,0.06683280232627332,0.0,0.3429432317871742,0.24214467028457148,0.3435818597793291,0.24259559145828574,1.0018621973929236,1.1039430543371611,0.2,0.001018071668225219,,,3.664747815007038,,,76.85714285714286,1.3390580180918756,0.39095641970216666,-0.5645068078462115,0.5307368513712452,44.56139782494716,0.9655174319037023,0.319205530606644,2.1072887444154853,0.42780340886536616,-2.0754036360491512e-17,3.7601620655315337e-16,0.052910543894083166,0.21820224208308137,-2.3235915581347895,0.5543837474390423,7,0,0,5,0.3333333333333333,4,538,0.0,7,4,,3.399416084374817,4.430880302550276,0.5284863237059614,24.444750108778912,1.000930665627207,3.006498163255289e-16,1.1536271720717175,-0.19676084217960635,0.708371571958022,0.0,0.0,0.051310734765240736,0.18340488869405983,1.0018621973929238,5.804389243823509e-16,0.00015492668748483013,3.5036632623587525,1.323032315364428,-0.1554846095691198,-0.5982955036532513,blobs
blobs_004,0.0023391812865497076,0.8914446126589493,0.0737889068748622,0.0,0.430347379966076,0.2286163119813005,0.4308512996147485,0.22918612437477914,1.0011709601873542,0.6093157512812513,0.14285714285714288,0.000442063711121901,,,0.24493733992673145,,,427.5,1.6613850831942165,0.17369224639128605,-0.897885590069733,0.27103255763277934,10.508456352666455,1.0439013319592034,0.01771921697088309,2.36723063480183,0.16918476757127796,3.9993999015736636e-16,6.067351442679758e-16,-0.07071664072607278,0.3539581706873512,-2.23534778371283,0.5401641912254873,2,0,0,7,0.0,2,855,0.0,2,0,,1.5947917976551151,4.6025784185146605,0.3709794236542098,8.125841295468057,1.0005853088004812,8.005932084973442e-16,1.1536271720717175,-0.017074062365756953,0.5543023222238107,0.0,0.0,-0.0007651325093394334,0.14027782932685295,1.0011709601873542,1.7342238036525468e-15,0.032394740879317686,1.7623761475207278,0.9480053562081878,0.3478069884438108,-0.5841075798867092,blobs
blobs_005,0.008526187576126675,0.9943239603056128,0.10114995025627789,0.0,0.4095712068473067,0.3297660581700905,0.41007068392882784,0.3301682118995663,1.001219512195122,1.3797992903745246,0.5,0.0008612750075354021,,,3.909504597850973,,,117.28571428571429,1.662222747649046,0.2904780344636326,-0.9540345867776624,0.8658815754415768,87.34029985017531,1.2124146180778028,0.190410702906691,2.4304722919055712,0.8535589844392663,-3.046883164153117e-16,3.786657844416368e-15,-0.12219774844181731,0.21199074400500587,-2.451313453226825,0.852054872567569,7,0,0,2,0.2857142857142857,1,821,3.0,7,3,,0.9886801380378378,4.881785745132396,1.6900092471475232,87.34029985017531,1.0006095703095799,4.2518304777254294e-16,1.1536271720717175,0.000502435656519775,0.06176522556181389,0.0,0.0,-0.003084791564193035,0.008634678262268937,1.0012195121951222,8.455206652451151e-16,0.011319861962162168,3.4944993076460684,1.3437067238028007,-0.1058076694641622,-0.9971144710041955,blobs
blobs_006,0.009080590238365494,0.9634374926380526,0.01989931140253978,0.0,0.3911348759567078,0.26018137459501745,0.3915793474066587,0.26047703524796645,1.001136363636364,1.322904435367692,0.25,0.0005675368898978572,,,4.453347871842239,,,110.125,1.6207380653207593,0.16714944301047566,-0.8999770314692264,0.38381431836358343,52.7555419924511,1.1130443008791349,0.19608297623246773,2.3272533113114244,0.3089952140153956,3.04586725371056e-16,8.805122035808002e-16,-0.03095211616960232,0.1461841169767457,-2.4176387648511737,0.5453356641155441,8,0,0,4,0.42857142857142855,3,881,1.0,8,2,,2.785427371850683,4.744892076162597,0.7522737240017429,32.693049854486716,1.0005680204945406,5.692068545052604e-16,1.0133253134467628,0.0809134651925832,0.32115965683018755,0.0,0.0,-0.021980619250006047,0.08498786696973618,1.0011363636363637,1.061576257419e-15,0.00024872840265495905,3.764593124692666,1.3586833419522502,-0.40823215717842015,-0.8676176705982046,blobs
blobs_007,0.008816120906801008,0.8857186145046284,0.2407052655611286,0.0,0.3506882051767402,0.19077364947758452,0.3511304349436719,0.19101422154502162,1.0012610340479196,1.0518036708225522,0.125,0.0005830101383958122,,,4.1508243775778055,,,113.42857142857143,1.6595842704884203,0.25065866026492145,-1.014512894985833,0.5956908731994697,261.63316376633315,1.1762061340552246,0.16655926728026582,1.7573014052855243,0.19923715431023686,2.0854135259241878e-17,1.3148208220232259e-16,0.0971353688808788,0.20187065279620173,-2.080450877670866,0.35319157583830235,7,0,0,8,0.2857142857142857,7,794,0.0,7,0,,5.839116397773111,3.8377522829563904,0.41796423275225203,128.395580168995,1.0006303183733338,6.473657049138938e-16,1.1536271720717175,-0.2963827424010756,0.30602729597397255,0.0,0.0,0.059781113178375735,0.05971719335549444,1.0012610340479193,1.1888548223063148e-15,1.1569750875280736e-09,3.4989222803188795,1.3323653226345278,-0.8999520669975438,0.3160171065035926,blobs
blobs_008,0.008488964346349746,0.9163012476251609,0.16403137111535834,0.0,0.2765582169426497,0.17591803813156384,0.2770285540462937,0.1762172184685222,1.0017006802721091,0.723505622069673,0.14285714285714285,0.0006417053871124359,,,4.462790847305481,,,117.8,1.8990925855940055,0.4361041369872652,-1.2024882547468834,0.6000811674521813,230.37353556566123,1.283905926662012,0.3151207324021032,1.8200746757723087,0.30741976828185297,6.031771950425282e-19,1.425847610204212e-16,-0.19368149664070164,0.19286217602087755,-1.6189326087486648,0.15706507889455198,5,0,0,7,0.2,5,589,0.0,5,1,,4.3056650448370695,3.4390072845209736,0.3781219034250092,95.22559702466162,1.0008499789039857,3.510833468576701e-16,1.0347825782034688,0.2263660246017573,0.32057485276218783,0.0,0.0,-0.045791220798490836,0.06677596398064725,1.001700680272109,7.28021923224409e-16,7.549347285805722e-08,2.933019496412559,1.1892869445112524,-1.016015906340298,0.06473947578576933,blobs
blobs_009,0.004214963119072708,0.9890959967994187,0.10114995025627789,0.0,0.6428352411080028,0.30671332942474466,0.6435133373538976,0.3070368666920707,1.0010548523206753,1.4038078405191428,0.5,0.0007451072509868693,,,3.4125056475843403,,,237.25,1.7872471417773501,0.2691763865795259,-1.3235947597070914,0.7675215382043559,45.10608922113883,1.3226707919710112,0.1972024740215259,2.1134904194617885,0.7024838851024945,1.8718196410961315e-17,5.177165737008097e-15,0.14503454882348482,0.20270722148914994,-2.166303644122597,0.7969031126534561,4,0,0,2,0.5,1,949,1.0,4,1,,0.9783108908846357,4.2797940635843865,1.4961324261262716,45.10608922113883,1.0005272871444715,6.409875621278547e-16,1.0022286539257244,-0.023111664224895346,0.06000762394846505,0.0,0.0,0.0018028143515560996,0.010790616604427278,1.0010548523206757,1.2161883888976235e-15,0.021689109115364254,2.4960149710984014,1.3335471804994572,-0.05541769002192963,-1.371424847130766,blobs
